path	first_code_line	exports_sample
utils/getWorktreePaths.ts	import { sep } from 'path'	getWorktreePaths
utils/getWorktreePathsPortable.ts	import { execFile as execFileCb } from 'child_process'	getWorktreePathsPortable
utils/ghPrStatus.ts	import { execFileNoThrow } from './execFileNoThrow.js'	PrReviewState, PrStatus, deriveReviewState, fetchPrStatus
utils/git.ts	import { createHash } from 'crypto'	findGitRoot, findCanonicalGitRoot, gitExe
utils/git/gitConfigParser.ts	import { readFile } from 'fs/promises'	parseGitConfigValue, parseConfigString
utils/git/gitFilesystem.ts	import { unwatchFile, watchFile } from 'fs'	clearResolveGitDirCache, resolveGitDir, isSafeRefName, isValidGitSha, readGitHead, resolveRef
utils/git/gitignore.ts	import { appendFile, mkdir, readFile, writeFile } from 'fs/promises'	isPathGitignored, getGlobalGitignorePath, addFileGlobRuleToGitignore
utils/gitDiff.ts	import type { StructuredPatchHunk } from 'diff'	GitDiffStats, PerFileStats, GitDiffResult, fetchGitDiff, fetchGitDiffHunks, NumstatResult, parseGitNumstat, parseGitDiff
utils/gitSettings.ts	import { isEnvDefinedFalsy, isEnvTruthy } from './envUtils.js'	shouldIncludeGitInstructions
utils/github/ghAuthStatus.ts	import { execa } from 'execa'	GhAuthStatus, getGhAuthStatus
utils/githubRepoPathMapping.ts	import { realpath } from 'fs/promises'	updateGithubRepoPathMapping, getKnownPathsForRepo, filterExistingPaths, validateRepoAtPath, removePathFromRepo
utils/glob.ts	import { basename, dirname, isAbsolute, join, sep } from 'path'	extractGlobBaseDirectory, glob
utils/gracefulShutdown.ts	import chalk from 'chalk'	
utils/groupToolUses.ts	import type { BetaToolUseBlock } from '@anthropic-ai/sdk/resources/beta/messages/messages.mjs'	MessageWithoutProgress, GroupingResult, applyGrouping
utils/handlePromptSubmit.ts	import type { UUID } from 'crypto'	PromptInputHelpers, HandlePromptSubmitParams, handlePromptSubmit
utils/hash.ts	export function djb2Hash(str: string): number {	djb2Hash, hashContent, hashPair
utils/headlessProfiler.ts	import { getIsNonInteractiveSession } from '../bootstrap/state.js'	headlessProfilerStartTurn, headlessProfilerCheckpoint, logHeadlessProfilerTurn
utils/heapDumpService.ts	import { createWriteStream, writeFileSync } from 'fs'	HeapDumpResult, MemoryDiagnostics, captureMemoryDiagnostics, performHeapDump
utils/heatmap.ts	import chalk from 'chalk'	HeatmapOptions, generateHeatmap
utils/highlightMatch.tsx	import * as React from 'react';	highlightMatch
utils/hooks.ts	import { basename } from 'path'	getSessionEndHookTimeoutMs
utils/hooks/AsyncHookRegistry.ts	import type {	PendingAsyncHook, registerPendingAsyncHook, getPendingAsyncHooks, checkForAsyncHookResponses, removeDeliveredAsyncHooks
utils/hooks/apiQueryHookHelper.ts	import { randomUUID } from 'crypto'	ApiQueryHookContext, ApiQueryHookConfig, ApiQueryResult, createApiQueryHook
utils/hooks/execAgentHook.ts	import { randomUUID } from 'crypto'	execAgentHook
utils/hooks/execHttpHook.ts	import axios from 'axios'	execHttpHook
utils/hooks/execPromptHook.ts	import { randomUUID } from 'crypto'	execPromptHook
utils/hooks/fileChangedWatcher.ts	import chokidar, { type FSWatcher } from 'chokidar'	setEnvHookNotifier, initializeFileChangedWatcher, updateWatchPaths, onCwdChangedForHooks, resetFileChangedWatcherForTesting
utils/hooks/hookEvents.ts	import { HOOK_EVENTS } from 'src/entrypoints/sdk/coreTypes.js'	HookStartedEvent, HookProgressEvent, HookResponseEvent, HookExecutionEvent, HookEventHandler, registerHookEventHandler, emitHookStarted, emitHookProgress (+4)
utils/hooks/hookHelpers.ts	import { z } from 'zod/v4'	hookResponseSchema, addArgumentsToPrompt, createStructuredOutputTool, registerStructuredOutputEnforcement
utils/hooks/hooksConfigManager.ts	import memoize from 'lodash-es/memoize.js'	MatcherMetadata, HookEventMetadata, getHookEventMetadata
utils/hooks/hooksConfigSnapshot.ts	import { resetSdkInitState } from '../../bootstrap/state.js'	shouldAllowManagedHooksOnly, shouldDisableAllHooksIncludingManaged, captureHooksConfigSnapshot, updateHooksConfigSnapshot, getHooksConfigFromSnapshot, resetHooksConfigSnapshot
utils/hooks/hooksSettings.ts	import { resolve } from 'path'	HookSource, IndividualHookConfig, isHookEqual, getHookDisplayText, getAllHooks, getHooksForEvent, hookSourceDescriptionDisplayString, hookSourceHeaderDisplayString (+2)
utils/hooks/postSamplingHooks.ts	import type { QuerySource } from '../../constants/querySource.js'	REPLHookContext, PostSamplingHook, registerPostSamplingHook, clearPostSamplingHooks, executePostSamplingHooks
utils/hooks/registerFrontmatterHooks.ts	import { HOOK_EVENTS, type HookEvent } from 'src/entrypoints/agentSdkTypes.js'	registerFrontmatterHooks
utils/hooks/registerSkillHooks.ts	import { HOOK_EVENTS } from 'src/entrypoints/agentSdkTypes.js'	registerSkillHooks
utils/hooks/sessionHooks.ts	import { HOOK_EVENTS, type HookEvent } from 'src/entrypoints/agentSdkTypes.js'	FunctionHookCallback, FunctionHook, SessionStore, SessionHooksState, addSessionHook, addFunctionHook, removeFunctionHook, removeSessionHook (+1)
utils/hooks/skillImprovement.ts	import { feature } from 'bun:bundle'	SkillUpdate, initSkillImprovement, applySkillImprovement
utils/hooks/ssrfGuard.ts	import type { AddressFamily, LookupAddress as AxiosLookupAddress } from 'axios'	isBlockedAddress, ssrfGuardedLookup
utils/horizontalScroll.ts	export type HorizontalScrollWindow = {	HorizontalScrollWindow, calculateHorizontalScrollWindow
utils/http.ts	import axios from 'axios'	getUserAgent, getMCPUserAgent, getWebFetchUserAgent, AuthHeaders, getAuthHeaders, withOAuth401Retry
utils/hyperlink.ts	import chalk from 'chalk'	OSC8_START, OSC8_END, createHyperlink
utils/iTermBackup.ts	import { copyFile, stat } from 'fs/promises'	markITerm2SetupComplete, checkAndRestoreITerm2Backup
utils/ide.ts	import type { Client } from '@modelcontextprotocol/sdk/client/index.js'	DetectedIDEInfo, IdeType, isVSCodeIde, isJetBrainsIde, isSupportedVSCodeTerminal, isSupportedJetBrainsTerminal, isSupportedTerminal
utils/idePathConversion.ts	import { execFileSync } from 'child_process'	IDEPathConverter, WindowsToWSLConverter, checkWSLDistroMatch
utils/idleTimeout.ts	import { logForDebugging } from './debug.js'	createIdleTimeoutManager
utils/imagePaste.ts	import { feature } from 'bun:bundle'	PASTE_THRESHOLD, ImageWithDimensions, hasImageInClipboard, getImageFromClipboard
utils/imageResizer.ts	import type {	ImageResizeError, ImageDimensions, ResizeResult, maybeResizeAndDownsampleImageBuffer
utils/imageStore.ts	import { mkdir, open } from 'fs/promises'	cacheImagePath, storeImage, storeImages, getStoredImagePath, clearStoredImagePaths, cleanupOldImageCaches
utils/imageValidation.ts	import { API_IMAGE_MAX_BASE64_SIZE } from '../constants/apiLimits.js'	OversizedImage, ImageSizeError, validateImagesForAPI
utils/immediateCommand.ts	import { getFeatureValue_CACHED_MAY_BE_STALE } from '../services/analytics/growthbook.js'	shouldInferenceConfigCommandBeImmediate
utils/inProcessTeammateHelpers.ts	import type { AppState } from '../state/AppState.js'	findInProcessTeammateTaskId, setAwaitingPlanApproval, handlePlanApprovalResponse, isPermissionRelatedResponse
utils/ink.ts	import type { TextProps } from '../ink.js'	toInkColor
utils/intl.ts	let graphemeSegmenter: Intl.Segmenter | null = null	getGraphemeSegmenter, firstGrapheme, lastGrapheme, getWordSegmenter, getRelativeTimeFormat, getTimeZone, getSystemLocaleLanguage
utils/jetbrains.ts	import { homedir, platform } from 'os'	isJetBrainsPluginInstalled, isJetBrainsPluginInstalledCached, isJetBrainsPluginInstalledCachedSync
utils/json.ts	import { open, readFile, stat } from 'fs/promises'	safeParseJSON, safeParseJSONC, parseJSONL, readJSONLFile, addItemToJSONCArray
utils/jsonRead.ts	const UTF8_BOM = '\uFEFF'	stripBOM
utils/keyboardShortcuts.ts	export const MACOS_OPTION_SPECIAL_CHARS = {	MACOS_OPTION_SPECIAL_CHARS, isMacosOptionChar
utils/lazySchema.ts	export function lazySchema<T>(factory: () => T): () => T {	lazySchema
utils/listSessionsImpl.ts	import type { Dirent } from 'fs'	SessionInfo, ListSessionsOptions, parseSessionInfoFromLite, listCandidates
utils/localInstaller.ts	import { access, chmod, writeFile } from 'fs/promises'	getLocalClaudePath, isRunningFromLocalInstallation, ensureLocalPackageEnvironment, installOrUpdateClaudePackage, localInstallationExists, getShellType
utils/lockfile.ts	import type { CheckOptions, LockOptions, UnlockOptions } from 'proper-lockfile'	lock, lockSync, unlock, check
utils/log.ts	import { feature } from 'bun:bundle'	getLogDisplayTitle, dateToFilename, ErrorLogSink, attachErrorLogSink, logError, getInMemoryErrors, loadErrorLogs, getErrorLogByIndex
utils/logoV2Utils.ts	import { getDirectConnectServerUrl, getSessionId } from '../bootstrap/state.js'	LayoutMode, LayoutDimensions, getLayoutMode, calculateLayoutDimensions, calculateOptimalLeftWidth, formatWelcomeMessage, truncatePath, getRecentActivity (+4)
utils/mailbox.ts	import { createSignal } from './signal.js'	MessageSource, Message, Mailbox
utils/managedEnv.ts	import { isRemoteManagedSettingsEligible } from '../services/remoteManagedSettings/syncCache.js'	applySafeConfigEnvironmentVariables, applyConfigEnvironmentVariables
utils/managedEnvConstants.ts	const PROVIDER_MANAGED_ENV_VARS = new Set([	isProviderManagedEnvVar, DANGEROUS_SHELL_SETTINGS, SAFE_ENV_VARS
utils/markdown.ts	import chalk from 'chalk'	configureMarked, applyMarkdown, formatToken
utils/markdownConfigLoader.ts	import { feature } from 'bun:bundle'	CLAUDE_CONFIG_DIRECTORIES, ClaudeConfigDirectory, MarkdownFile, extractDescriptionFromMarkdown, parseAgentToolsFromFrontmatter, parseSlashCommandToolsFromFrontmatter
utils/mcp/dateTimeParser.ts	import { queryHaiku } from '../../services/api/claude.js'	DateTimeParseResult, parseNaturalLanguageDateTime, looksLikeISO8601
utils/mcp/elicitationValidation.ts	import type {	ValidationResult, isEnumSchema, isMultiSelectEnumSchema, getMultiSelectValues, getMultiSelectLabels, getMultiSelectLabel, getEnumValues, getEnumLabels (+3)
utils/mcpInstructionsDelta.ts	import { getFeatureValue_CACHED_MAY_BE_STALE } from '../services/analytics/growthbook.js'	McpInstructionsDelta, ClientSideInstruction, isMcpInstructionsDeltaEnabled, getMcpInstructionsDelta
utils/mcpOutputStorage.ts	import { writeFile } from 'fs/promises'	getFormatDescription, getLargeOutputInstructions, extensionForMimeType, isBinaryContentType, PersistBinaryResult, persistBinaryContent, getBinaryBlobSavedMessage
utils/mcpValidation.ts	import type {	MCP_TOKEN_COUNT_THRESHOLD_FACTOR, IMAGE_TOKEN_ESTIMATE, getMaxMcpOutputTokens, MCPToolResult, getContentSizeEstimate, mcpContentNeedsTruncation, truncateMcpContent, truncateMcpContentIfNeeded
utils/mcpWebSocketTransport.ts	import type { Transport } from '@modelcontextprotocol/sdk/shared/transport.js'	WebSocketTransport
utils/memoize.ts	import { LRUCache } from 'lru-cache'	memoizeWithTTL, memoizeWithTTLAsync, memoizeWithLRU
utils/memory/types.ts	import { feature } from 'bun:bundle'	MEMORY_TYPE_VALUES, MemoryType
utils/memory/versions.ts	import { findGitRoot } from '../git.js'	projectIsInGitRepo
utils/memoryFileDetection.ts	import { feature } from 'bun:bundle'	detectSessionFileType, detectSessionPatternType, isAutoMemFile, MemoryScope, memoryScopeForPath, isAutoManagedMemoryFile, isMemoryDirectory, isShellCommandTargetingMemory
utils/messagePredicates.ts	import type { Message, UserMessage } from '../types/message.js'	isHumanTurn
utils/messageQueueManager.ts	import { feature } from 'bun:bundle'	SetAppState, subscribeToCommandQueue, getCommandQueueSnapshot, getCommandQueue, getCommandQueueLength, hasCommandsInQueue, recheckCommandQueue, enqueue (+5)
utils/messages.ts	import { feature } from 'bun:bundle'	withMemoryCorrectionHint, deriveShortMessageId, INTERRUPT_MESSAGE, INTERRUPT_MESSAGE_FOR_TOOL_USE, CANCEL_MESSAGE, REJECT_MESSAGE
utils/messages/mappers.ts	import type { BetaContentBlock } from '@anthropic-ai/sdk/resources/beta/messages/messages.mjs'	toInternalMessages, toSDKCompactMetadata, fromSDKCompactMetadata, toSDKMessages, localCommandOutputToSDKAssistantMessage, toSDKRateLimitInfo
utils/messages/systemInit.ts	import { feature } from 'bun:bundle'	sdkCompatToolName, SystemInitInputs, buildSystemInitMessage
utils/model/agent.ts	import type { PermissionMode } from '../permissions/PermissionMode.js'	AGENT_MODEL_OPTIONS, AgentModelAlias, AgentModelOption, getDefaultSubagentModel, getAgentModel, getAgentModelDisplay, getAgentModelOptions
utils/model/aliases.ts	export const MODEL_ALIASES = [	MODEL_ALIASES, ModelAlias, isModelAlias, MODEL_FAMILY_ALIASES, isModelFamilyAlias
utils/model/antModels.ts	import { getFeatureValue_CACHED_MAY_BE_STALE } from 'src/services/analytics/growthbook.js'	AntModel, AntModelSwitchCalloutConfig, AntModelOverrideConfig, getAntModelOverrideConfig, getAntModels, resolveAntModel
utils/model/bedrock.ts	import memoize from 'lodash-es/memoize.js'	getBedrockInferenceProfiles, findFirstMatch, createBedrockRuntimeClient, getInferenceProfileBackingModel, isFoundationModel, extractModelIdFromArn, BedrockRegionPrefix, getBedrockRegionPrefix
utils/model/check1mAccess.ts	import type { OverageDisabledReason } from 'src/services/claudeAiLimits.js'	checkOpus1mAccess, checkSonnet1mAccess
utils/model/configs.ts	import type { ModelName } from './model.js'	ModelConfig, CLAUDE_3_7_SONNET_CONFIG, CLAUDE_3_5_V2_SONNET_CONFIG, CLAUDE_3_5_HAIKU_CONFIG, CLAUDE_HAIKU_4_5_CONFIG, CLAUDE_SONNET_4_CONFIG, CLAUDE_SONNET_4_5_CONFIG, CLAUDE_OPUS_4_CONFIG (+9)
utils/model/contextWindowUpgradeCheck.ts	import { checkOpus1mAccess, checkSonnet1mAccess } from './check1mAccess.js'	getUpgradeMessage
utils/model/deprecation.ts	import { type APIProvider, getAPIProvider } from './providers.js'	getModelDeprecationWarning
utils/model/model.ts	import { getMainLoopModelOverride } from '../../bootstrap/state.js'	ModelShortName, ModelName, ModelSetting, getSmallFastModel, isNonCustomOpusModel, getUserSpecifiedModelSetting, getMainLoopModel, getBestModel (+7)
utils/model/modelAllowlist.ts	import { getSettings_DEPRECATED } from '../settings/settings.js'	isModelAllowed
utils/model/modelCapabilities.ts	import { readFileSync } from 'fs'	ModelCapability, getModelCapability, refreshModelCapabilities
utils/model/modelOptions.ts	import { getInitialMainLoopModel } from '../../bootstrap/state.js'	ModelOption, getDefaultOptionForUser, getSonnet46_1MOption, getOpus46_1MOption, getMaxSonnet46_1MOption
utils/model/modelStrings.ts	import {	ModelStrings, resolveOverriddenModel, getModelStrings, ensureModelStringsInitialized
utils/model/modelSupportOverrides.ts	import memoize from 'lodash-es/memoize.js'	ModelCapabilityOverride, get3PModelCapabilityOverride
utils/model/providers.ts	import type { AnalyticsMetadata_I_VERIFIED_THIS_IS_NOT_CODE_OR_FILEPATHS } from '../../services/analytics/index.js'	APIProvider, getAPIProvider, getAPIProviderForStatsig, isFirstPartyAnthropicBaseUrl
utils/model/validateModel.ts	import { MODEL_ALIASES } from './aliases.js'	validateModel
utils/modelCost.ts	import type { BetaUsage as Usage } from '@anthropic-ai/sdk/resources/beta/messages/messages.mjs'	ModelCosts, COST_TIER_3_15, COST_TIER_15_75, COST_TIER_5_25, COST_TIER_30_150, COST_HAIKU_35, COST_HAIKU_45, getOpus46CostTier (+6)
utils/modifiers.ts	export type ModifierKey = 'shift' | 'command' | 'control' | 'option'	ModifierKey, prewarmModifiers, isModifierPressed
utils/mtls.ts	import type * as https from 'https'	MTLSConfig, TLSConfig, getMTLSConfig, getMTLSAgent, getWebSocketTLSOptions, getTLSFetchOptions, clearMTLSCache, configureGlobalMTLS
utils/nativeInstaller/download.ts	import { feature } from 'bun:bundle'	ARTIFACTORY_REGISTRY_URL, getLatestVersionFromArtifactory, getLatestVersionFromBinaryRepo, getLatestVersion, downloadVersionFromArtifactory
utils/nativeInstaller/index.ts	export {	
utils/nativeInstaller/installer.ts	import { constants as fsConstants, type Stats } from 'fs'	VERSION_RETENTION_COUNT, SetupMessage, getPlatform, getBinaryName
utils/nativeInstaller/packageManagers.ts	import { readFile } from 'fs/promises'	PackageManager, getOsRelease, detectMise, detectAsdf, detectHomebrew, detectWinget, detectPacman, detectDeb (+2)
utils/nativeInstaller/pidLock.ts	import { basename, join } from 'path'	isPidBasedLockingEnabled, VersionLockContent, LockInfo, isProcessRunning, readLockContent, isLockActive, tryAcquireLock
utils/notebook.ts	import type {	readNotebook, mapNotebookCellsToToolResult, parseCellId
utils/objectGroupBy.ts	export function objectGroupBy<T, K extends PropertyKey>(	objectGroupBy
utils/pasteStore.ts	import { createHash } from 'crypto'	hashPastedText, storePastedText, retrievePastedText, cleanupOldPastes
utils/path.ts	import { homedir } from 'os'	expandPath, toRelativePath, getDirectoryForPath, containsPathTraversal, sanitizePath, normalizePathForConfigKey
utils/pdf.ts	import { randomUUID } from 'crypto'	PDFError, PDFResult, readPDF, getPDFPageCount, PDFExtractPagesResult, resetPdftoppmCache, isPdftoppmAvailable, extractPDFPages
utils/pdfUtils.ts	import { getMainLoopModel } from './model/model.js'	DOCUMENT_EXTENSIONS, parsePDFPageRange, isPDFSupported, isPDFExtension
utils/peerAddress.ts	export function parseAddress(to: string): {	parseAddress
utils/permissions/PermissionMode.ts	import { feature } from 'bun:bundle'	permissionModeSchema, externalPermissionModeSchema, isExternalPermissionMode, toExternalPermissionMode, permissionModeFromString, permissionModeTitle, isDefaultMode, permissionModeShortTitle (+2)
utils/permissions/PermissionPromptToolResultSchema.ts	import type { Tool, ToolUseContext } from 'src/Tool.js'	inputSchema, Input, outputSchema, Output, permissionPromptToolResultToPermissionDecision
utils/permissions/PermissionResult.ts	import type {	getRuleBehaviorDescription
utils/permissions/PermissionRule.ts	import z from 'zod/v4'	permissionBehaviorSchema, permissionRuleValueSchema
utils/permissions/PermissionUpdate.ts	import { posix } from 'path'	extractRules, hasRules, applyPermissionUpdate, applyPermissionUpdates, supportsPersistence, persistPermissionUpdate
utils/permissions/PermissionUpdateSchema.ts	import z from 'zod/v4'	permissionUpdateDestinationSchema, permissionUpdateSchema
utils/permissions/autoModeState.ts	let autoModeActive = false	setAutoModeActive, isAutoModeActive, setAutoModeFlagCli, getAutoModeFlagCli, setAutoModeCircuitBroken, isAutoModeCircuitBroken, _resetForTesting
utils/permissions/bashClassifier.ts	export const PROMPT_PREFIX = 'prompt:'	PROMPT_PREFIX, ClassifierResult, ClassifierBehavior, extractPromptDescription, createPromptRuleContent, isClassifierPermissionsEnabled, getBashPromptDenyDescriptions, getBashPromptAskDescriptions (+3)
utils/permissions/bypassPermissionsKillswitch.ts	import { feature } from 'bun:bundle'	checkAndDisableBypassPermissionsIfNeeded, resetBypassPermissionsCheck, useKickOffCheckAndDisableBypassPermissionsIfNeeded, checkAndDisableAutoModeIfNeeded, resetAutoModeGateCheck, useKickOffCheckAndDisableAutoModeIfNeeded
utils/permissions/classifierDecision.ts	import { feature } from 'bun:bundle'	isAutoModeAllowlistedTool
utils/permissions/classifierShared.ts	import type { BetaContentBlock } from '@anthropic-ai/sdk/resources/beta/messages.js'	extractToolUseBlock, parseClassifierResponse
utils/permissions/dangerousPatterns.ts	export const CROSS_PLATFORM_CODE_EXEC = [	CROSS_PLATFORM_CODE_EXEC, DANGEROUS_BASH_PATTERNS
utils/permissions/denialTracking.ts	export type DenialTrackingState = {	DenialTrackingState, DENIAL_LIMITS, createDenialTrackingState, recordDenial, recordSuccess, shouldFallbackToPrompting
utils/permissions/filesystem.ts	import { feature } from 'bun:bundle'	DANGEROUS_FILES, DANGEROUS_DIRECTORIES, normalizeCaseForComparison, getClaudeSkillScope, relativePath, toPosixPath, isClaudeSettingsPath
utils/permissions/getNextPermissionMode.ts	import { feature } from 'bun:bundle'	getNextPermissionMode, cyclePermissionMode
utils/permissions/pathValidation.ts	import memoize from 'lodash-es/memoize.js'	FileOperationType, PathCheckResult, ResolvedPathCheckResult, formatDirectoryList, getGlobBaseDirectory, expandTilde, isPathInSandboxWriteAllowlist, isPathAllowed
utils/permissions/permissionExplainer.ts	import { z } from 'zod/v4'	RiskLevel, PermissionExplanation, isPermissionExplainerEnabled, generatePermissionExplanation
utils/permissions/permissionRuleParser.ts	import { feature } from 'bun:bundle'	normalizeLegacyToolName, getLegacyToolNames, escapeRuleContent, unescapeRuleContent, permissionRuleValueFromString, permissionRuleValueToString
utils/permissions/permissionSetup.ts	import { feature } from 'bun:bundle'	isDangerousBashPermission, isDangerousPowerShellPermission, isDangerousTaskPermission
utils/permissions/permissions.ts	import { feature } from 'bun:bundle'	permissionRuleSourceDisplayString, getAllowRules, createPermissionRequestMessage, getDenyRules, getAskR
utils/permissions/permissionsLoader.ts	import { readFileSync } from '../fileRead.js'	shouldAllowManagedPermissionRulesOnly, shouldShowAlwaysAllowOptions, loadAllPermissionRulesFromDisk, getPermissionRulesForSource, PermissionRuleFromEditableSettings, deletePermissionRuleFromSettings, addPermissionRulesToSettings
utils/permissions/shadowedRuleDetection.ts	import type { ToolPermissionContext } from '../../Tool.js'	ShadowType, UnreachableRule, DetectUnreachableRulesOptions, isSharedSettingSource, detectUnreachableRules
utils/permissions/shellRuleMatching.ts	import type { PermissionUpdate } from './PermissionUpdateSchema.js'	ShellPermissionRule, permissionRuleExtractPrefix, hasWildcards, matchWildcardPattern, parsePermissionRule, suggestionForExactCommand, suggestionForPrefix
utils/permissions/yoloClassifier.ts	import { feature } from 'bun:bundle'	AutoModeRules, getDefaultExternalAutoModeRules, buildDefaultExternalSystemPrompt, getAutoModeClassifierErrorDumpPath, getAutoModeClassifierTranscript
utils/planModeV2.ts	import { getFeatureValue_CACHED_MAY_BE_STALE } from '../services/analytics/growthbook.js'	getPlanModeV2AgentCount, getPlanModeV2ExploreAgentCount, isPlanModeInterviewPhaseEnabled, PewterLedgerVariant, getPewterLedgerVariant
utils/plans.ts	import { randomUUID } from 'crypto'	getPlanSlug, setPlanSlug, clearPlanSlug, clearAllPlanSlugs, getPlansDirectory, getPlanFilePath, getPlan, copyPlanForResume
utils/platform.ts	import { readdir, readFile } from 'fs/promises'	Platform, SUPPORTED_PLATFORMS, getPlatform, getWslVersion, LinuxDistroInfo, getLinuxDistroInfo, detectVcs
utils/plugins/addDirPluginSettings.ts	import { join } from 'path'	getAddDirEnabledPlugins, getAddDirExtraMarketplaces
utils/plugins/cacheUtils.ts	import { readdir, rm, stat, unlink, writeFile } from 'fs/promises'	clearAllPluginCaches, clearAllCaches, markPluginVersionOrphaned, cleanupOrphanedPluginVersionsInBackground
utils/plugins/dependencyResolver.ts	import type { LoadedPlugin, PluginError } from '../../types/plugin.js'	qualifyDependency, DependencyLookupResult, ResolutionResult, resolveDependencyClosure, verifyAndDemote
utils/plugins/fetchTelemetry.ts	import {	PluginFetchSource, PluginFetchOutcome, logPluginFetch, classifyFetchError
utils/plugins/gitAvailability.ts	import memoize from 'lodash-es/memoize.js'	checkGitAvailable, markGitUnavailable, clearGitAvailabilityCache
utils/plugins/headlessPluginInstall.ts	import { logEvent } from '../../services/analytics/index.js'	installPluginsForHeadless
utils/plugins/hintRecommendation.ts	import { getFeatureValue_CACHED_MAY_BE_STALE } from '../../services/analytics/growthbook.js'	PluginHintRecommendation, maybeRecordPluginHint, _resetHintRecommendationForTesting, resolvePluginHint, markHintPluginShown, disableHintRecommendations
utils/plugins/installCounts.ts	import axios from 'axios'	getInstallCounts, formatInstallCount
utils/plugins/installedPluginsManager.ts	import { dirname, join } from 'path'	PersistableScope, getInstalledPluginsFilePath, getInstalledPluginsV2FilePath, clearInstalledPluginsCache, migrateToSinglePluginFile
utils/plugins/loadPluginAgents.ts	import memoize from 'lodash-es/memoize.js'	
utils/plugins/loadPluginCommands.ts	import memoize from 'lodash-es/memoize.js'	
utils/plugins/loadPluginHooks.ts	import memoize from 'lodash-es/memoize.js'	loadPluginHooks, clearPluginHookCache, pruneRemovedPluginHooks, resetHotReloadState
utils/plugins/loadPluginOutputStyles.ts	import memoize from 'lodash-es/memoize.js'	loadPluginOutputStyles, clearPluginOutputStyleCache
utils/plugins/lspPluginIntegration.ts	import { readFile } from 'fs/promises'	loadPluginLspServers, resolvePluginLspEnvironment
utils/plugins/lspRecommendation.ts	import { extname } from 'path'	LspPluginRecommendation, getMatchingLspPlugins
utils/plugins/managedPlugins.ts	import { getSettingsForSource } from '../settings/settings.js'	getManagedPluginNames
utils/plugins/marketplaceHelpers.ts	import isEqual from 'lodash-es/isEqual.js'	formatFailureDetails, getMarketplaceSourceDisplay, createPluginId, loadMarketplacesWithGracefulDegradation, formatMarketplaceLoadingErrors, getStrictKnownMarketplaces, getBlockedMarketplaces, getPluginTrustMessage (+1)
utils/plugins/marketplaceManager.ts	import axios from 'axios'	getMarketplacesCacheDir, clearMarketplacesCache, KnownMarketplacesConfig, DeclaredMarketplace, getDeclaredMarketplaces, getMarketplaceDeclaringSource, saveMarketplaceToSettings
utils/plugins/mcpPluginIntegration.ts	import { join } from 'path'	loadPluginMcpServers
utils/plugins/mcpbHandler.ts	import type {	UserConfigValues, UserConfigSchema, McpbLoadResult, McpbNeedsConfigResult, McpbCacheMetadata, ProgressCallback, isMcpbSource, loadMcpServerUserConfig (+1)
utils/plugins/officialMarketplace.ts	import type { MarketplaceSource } from './schemas.js'	OFFICIAL_MARKETPLACE_SOURCE, OFFICIAL_MARKETPLACE_NAME
utils/plugins/officialMarketplaceGcs.ts	import axios from 'axios'	fetchOfficialMarketplaceFromGcs
utils/plugins/officialMarketplaceStartupCheck.ts	import { join } from 'path'	OfficialMarketplaceSkipReason, isOfficialMarketplaceAutoInstallDisabled, RETRY_CONFIG, OfficialMarketplaceCheckResult, checkAndInstallOfficialMarketplace
utils/plugins/orphanedPluginFilter.ts	import { dirname, isAbsolute, join, normalize, relative, sep } from 'path'	getGlobExclusionsForPluginCache, clearPluginCacheExclusions
utils/plugins/parseMarketplaceInput.ts	import { homedir } from 'os'	parseMarketplaceInput
utils/plugins/performStartupChecks.tsx	import { performBackgroundPluginInstallations } from '../../services/plugins/PluginInstallationManager.js';	performStartupChecks
utils/plugins/pluginAutoupdate.ts	import { updatePluginOp } from '../../services/plugins/pluginOperations.js'	PluginAutoUpdateCallback, onPluginsAutoUpdated, getAutoUpdatedPluginNames, updatePluginsForMarketplaces, autoUpdateMarketplacesAndPluginsInBackground
utils/plugins/pluginBlocklist.ts	import { uninstallPluginOp } from '../../services/plugins/pluginOperations.js'	detectDelistedPlugins, detectAndUninstallDelistedPlugins
utils/plugins/pluginDirectories.ts	import { mkdirSync } from 'fs'	getPluginsDirectory, getPluginSeedDirs, pluginDataDirPath, getPluginDataDir, getPluginDataDirSize, deletePluginDataDir
utils/plugins/pluginFlagging.ts	import { randomBytes } from 'crypto'	FlaggedPlugin, loadFlaggedPlugins, getFlaggedPlugins, addFlaggedPlugin, markFlaggedPluginsSeen, removeFlaggedPlugin
utils/plugins/pluginIdentifier.ts	import type {	ExtendedPluginScope, PersistablePluginScope, SETTING_SOURCE_TO_SCOPE, ParsedPluginIdentifier, parsePluginIdentifier, buildPluginId, isOfficialMarketplaceName, scopeToSettingSource (+1)
utils/plugins/pluginInstallationHelpers.ts	import { randomBytes } from 'crypto'	PluginInstallationInfo, getCurrentTimestamp, validatePathWithinBase, cacheAndRegisterPlugin
utils/plugins/pluginLoader.ts		getPluginCachePath, getVersionedCachePathIn, getVersionedCachePath, getVersionedZipCachePath, probeSeedCacheAnyVersion, getLegacyCachePath
utils/plugins/pluginOptionsStorage.ts	import memoize from 'lodash-es/memoize.js'	PluginOptionValues, PluginOptionSchema, getPluginStorageId, loadPluginOptions, clearPluginOptionsCache, savePluginOptions, deletePluginOptions
utils/plugins/pluginPolicy.ts	import { getSettingsForSource } from '../settings/settings.js'	isPluginBlockedByPolicy
